# ----------------------------------------
# 1 Master View
# Sessions - Details of User - Export by Month
# 20211001-20211031
# ----------------------------------------

Gender,Age,User Type,Default Channel Grouping,Country,Total Value,Sessions,Bounces,Bounce Rate,Entered Checkout (Goal 4 Completions),Entered Checkout (Goal 4 Conversion Rate),Transactions,E-commerce Conversion Rate,Users,New Users,Session Duration,Page Views
male,25-34,Returning Visitor,Direct,United States,"US$17,567.69","1,718",392,22.82%,261,15.19%,200,11.64%,887,0,173:08:17,"19,267"
female,25-34,Returning Visitor,Direct,United States,"US$17,284.27","1,413",326,23.07%,220,15.57%,183,12.95%,731,0,153:05:42,"14,680"
male,35-44,Returning Visitor,Direct,United States,"US$8,874.95",819,182,22.22%,119,14.53%,96,11.72%,455,0,80:33:47,"8,328"
female,35-44,Returning Visitor,Direct,United States,"US$8,287.52",533,145,27.20%,76,14.26%,62,11.63%,274,0,51:27:38,"5,320"
female,45-54,Returning Visitor,Direct,United States,"US$7,687.34",329,78,23.71%,50,15.20%,41,12.46%,158,0,36:41:26,"3,133"
female,18-24,Returning Visitor,Direct,United States,"US$7,657.16",841,171,20.33%,133,15.81%,127,15.10%,460,0,90:29:44,"8,867"
female,35-44,New Visitor,Direct,United States,"US$5,777.30",472,162,34.32%,32,6.78%,23,4.87%,472,472,33:01:56,"2,783"
male,18-24,Returning Visitor,Direct,United States,"US$5,633.83",809,189,23.36%,116,14.34%,74,9.15%,435,0,69:41:24,"7,823"
male,45-54,Returning Visitor,Direct,United States,"US$5,492.68",466,115,24.68%,73,15.67%,52,11.16%,268,0,48:18:02,"4,969"
female,25-34,New Visitor,Direct,United States,"US$4,892.42","1,240",368,29.68%,80,6.45%,54,4.35%,"1,240","1,240",97:38:44,"8,768"
male,25-34,New Visitor,Direct,United States,"US$4,620.34","1,657",519,31.32%,106,6.40%,72,4.35%,"1,655","1,657",115:37:11,"11,568"
male,35-44,New Visitor,Direct,United States,"US$3,652.88",807,226,28.00%,78,9.67%,50,6.20%,807,807,60:58:22,"6,080"
female,18-24,New Visitor,Direct,United States,"US$3,490.75",945,318,33.65%,68,7.20%,58,6.14%,945,945,66:06:50,"6,266"
female,55-64,Returning Visitor,Direct,United States,"US$3,178.20",97,26,26.80%,14,14.43%,11,11.34%,55,0,10:01:34,"1,253"
male,18-24,New Visitor,Direct,United States,"US$2,681.83","1,004",342,34.06%,62,6.18%,43,4.28%,"1,004","1,004",59:27:50,"6,005"
male,45-54,New Visitor,Direct,United States,"US$2,393.91",551,171,31.03%,44,7.99%,29,5.26%,551,551,38:51:36,"3,850"
male,55-64,Returning Visitor,Direct,United States,"US$2,355.94",256,50,19.53%,45,17.58%,26,10.16%,114,0,24:49:00,"2,655"
male,25-34,Returning Visitor,Direct,Canada,"US$1,954.84",94,32,34.04%,12,12.77%,7,7.45%,44,0,09:07:52,849
female,25-34,Returning Visitor,Direct,Canada,"US$1,798.00",75,20,26.67%,5,6.67%,2,2.67%,38,0,06:38:31,524
female,45-54,New Visitor,Direct,United States,"US$1,701.91",353,124,35.13%,25,7.08%,22,6.23%,352,353,24:04:41,"2,301"
male,65+,Returning Visitor,Direct,United States,"US$1,374.29",101,22,21.78%,11,10.89%,16,15.84%,59,0,12:16:31,"1,093"
male,55-64,New Visitor,Direct,United States,"US$1,160.80",270,89,32.96%,21,7.78%,15,5.56%,270,270,17:50:12,"1,816"
female,25-34,Returning Visitor,Direct,United Kingdom,US$967.20,98,34,34.69%,13,13.27%,8,8.16%,54,0,07:58:50,653
male,65+,New Visitor,Direct,United States,US$936.04,147,44,29.93%,12,8.16%,8,5.44%,147,147,12:40:23,"1,122"
female,25-34,Returning Visitor,Paid Search,United States,US$930.24,67,14,20.90%,17,25.37%,12,17.91%,30,0,09:53:04,728
male,18-24,Returning Visitor,Paid Search,United States,US$517.10,39,6,15.38%,8,20.51%,6,15.38%,30,0,04:44:31,417
female,65+,New Visitor,Direct,United States,US$501.60,122,52,42.62%,7,5.74%,5,4.10%,122,122,06:41:13,648
female,65+,Returning Visitor,Direct,United States,US$430.88,76,17,22.37%,10,13.16%,7,9.21%,36,0,05:28:44,669
female,35-44,Returning Visitor,Paid Search,United States,US$423.60,27,6,22.22%,3,11.11%,6,22.22%,16,0,02:23:32,288
female,55-64,New Visitor,Direct,United States,US$335.30,167,49,29.34%,12,7.19%,7,4.19%,167,167,11:33:06,"1,146"
female,25-34,New Visitor,Direct,United Kingdom,US$298.40,106,47,44.34%,2,1.89%,4,3.77%,106,106,06:06:06,508
female,35-44,Returning Visitor,Direct,United Kingdom,US$291.20,26,7,26.92%,2,7.69%,1,3.85%,21,0,01:45:45,123
male,25-34,Returning Visitor,Paid Search,United States,US$239.08,52,15,28.85%,4,7.69%,3,5.77%,40,0,03:39:40,349
female,25-34,New Visitor,Direct,Spain,US$235.44,67,36,53.73%,3,4.48%,1,1.49%,66,67,04:28:08,217
male,25-34,New Visitor,Paid Search,United States,US$232.00,103,41,39.81%,3,2.91%,3,2.91%,103,103,04:45:30,545
male,35-44,New Visitor,Direct,Canada,US$228.20,91,40,43.96%,4,4.40%,2,2.20%,91,91,04:51:39,437
male,25-34,New Visitor,Direct,Canada,US$224.80,144,63,43.75%,8,5.56%,1,0.69%,144,144,07:06:06,813
male,18-24,New Visitor,Direct,Canada,US$219.20,119,59,49.58%,4,3.36%,2,1.68%,119,119,05:57:13,644
male,65+,New Visitor,Direct,United Kingdom,US$213.28,20,10,50.00%,1,5.00%,1,5.00%,20,20,01:14:37,103
male,45-54,Returning Visitor,Direct,United Kingdom,US$204.80,22,8,36.36%,3,13.64%,3,13.64%,13,0,00:46:59,119
male,45-54,New Visitor,Direct,United Kingdom,US$187.04,66,24,36.36%,1,1.52%,2,3.03%,66,66,02:58:51,273
male,55-64,New Visitor,Direct,Canada,US$161.40,21,5,23.81%,2,9.52%,1,4.76%,21,21,01:44:02,127
male,45-54,New Visitor,Paid Search,United States,US$160.00,53,27,50.94%,2,3.77%,2,3.77%,53,53,01:38:43,211
female,25-34,Returning Visitor,Direct,India,US$158.40,69,31,44.93%,3,4.35%,1,1.45%,42,0,03:38:03,242
male,35-44,Returning Visitor,Paid Search,United States,US$145.80,21,9,42.86%,2,9.52%,3,14.29%,11,0,01:19:20,140
male,45-54,New Visitor,Direct,Taiwan,US$137.20,31,10,32.26%,1,3.23%,1,3.23%,31,31,02:03:04,224
female,35-44,New Visitor,Direct,Singapore,US$132.00,68,30,44.12%,4,5.88%,1,1.47%,68,68,05:01:51,267
female,35-44,New Visitor,Direct,Canada,US$119.20,63,38,60.32%,2,3.17%,1,1.59%,63,63,03:18:39,231
male,35-44,Returning Visitor,Direct,Canada,US$118.40,61,21,34.43%,6,9.84%,2,3.28%,32,0,05:09:20,461
female,18-24,Returning Visitor,Paid Search,United States,US$113.68,40,9,22.50%,7,17.50%,4,10.00%,21,0,03:21:07,330
male,25-34,Returning Visitor,Direct,India,US$109.60,117,52,44.44%,4,3.42%,1,0.85%,84,0,05:23:04,563
female,18-24,New Visitor,Direct,United Kingdom,US$106.90,97,50,51.55%,3,3.09%,2,2.06%,97,97,02:55:21,289
female,25-34,New Visitor,Paid Search,United States,US$89.90,98,55,56.12%,4,4.08%,3,3.06%,98,98,04:54:31,431
male,45-54,Returning Visitor,Direct,Canada,US$88.80,58,18,31.03%,8,13.79%,1,1.72%,24,0,05:00:37,405
female,35-44,New Visitor,Paid Search,United States,US$84.00,51,29,56.86%,2,3.92%,1,1.96%,51,51,01:13:44,158
male,25-34,Returning Visitor,Direct,United Kingdom,US$83.20,70,25,35.71%,2,2.86%,2,2.86%,57,0,03:47:40,379
female,18-24,Returning Visitor,Direct,Canada,US$68.00,62,20,32.26%,7,11.29%,1,1.61%,28,0,05:30:03,426
male,18-24,New Visitor,Paid Search,United States,US$58.00,71,42,59.15%,1,1.41%,1,1.41%,71,71,01:52:35,260
male,25-34,New Visitor,Direct,United Kingdom,US$49.00,180,90,50.00%,4,2.22%,1,0.56%,180,180,05:51:27,700
male,35-44,Returning Visitor,Direct,United Kingdom,US$45.80,41,18,43.90%,4,9.76%,1,2.44%,36,0,04:00:14,277
female,25-34,Returning Visitor,Direct,Germany,US$44.80,22,9,40.91%,2,9.09%,1,4.55%,18,0,01:27:27,148
female,18-24,New Visitor,Direct,Canada,US$44.56,76,37,48.68%,2,2.63%,1,1.32%,76,76,05:16:27,398
female,25-34,Returning Visitor,Direct,Singapore,US$40.00,45,20,44.44%,6,13.33%,2,4.44%,20,0,02:23:33,220
female,35-44,New Visitor,Direct,United Kingdom,US$32.00,53,27,50.94%,4,7.55%,1,1.89%,53,53,01:36:56,207
male,35-44,New Visitor,Paid Search,United States,US$24.00,59,32,54.24%,3,5.08%,1,1.69%,59,59,02:01:53,231
female,45-54,Returning Visitor,Paid Search,United States,US$19.00,22,8,36.36%,3,13.64%,1,4.55%,12,0,02:03:12,162
female,18-24,New Visitor,Direct,Argentina,US$0.00,10,8,80.00%,0,0.00%,0,0.00%,10,10,00:02:18,15
female,18-24,New Visitor,Direct,Australia,US$0.00,71,33,46.48%,1,1.41%,0,0.00%,69,71,04:02:17,239
female,18-24,New Visitor,Direct,Belgium,US$0.00,18,13,72.22%,0,0.00%,0,0.00%,18,18,00:03:03,28
female,18-24,New Visitor,Direct,Brazil,US$0.00,56,35,62.50%,1,1.79%,0,0.00%,56,56,01:54:33,132
female,18-24,New Visitor,Direct,China,US$0.00,19,13,68.42%,0,0.00%,0,0.00%,19,19,00:37:51,58
female,18-24,New Visitor,Direct,Colombia,US$0.00,41,25,60.98%,0,0.00%,0,0.00%,41,41,02:48:49,85
female,18-24,New Visitor,Direct,Germany,US$0.00,46,25,54.35%,1,2.17%,0,0.00%,46,46,01:13:00,132
female,18-24,New Visitor,Direct,Spain,US$0.00,51,31,60.78%,0,0.00%,0,0.00%,51,51,02:12:46,115
female,18-24,New Visitor,Direct,France,US$0.00,124,71,57.26%,0,0.00%,0,0.00%,124,124,06:21:04,301
female,18-24,New Visitor,Direct,Hong Kong,US$0.00,17,13,76.47%,0,0.00%,0,0.00%,16,17,00:57:33,34
female,18-24,New Visitor,Direct,Indonesia,US$0.00,90,46,51.11%,1,1.11%,0,0.00%,90,90,07:11:54,271
female,18-24,New Visitor,Direct,Ireland,US$0.00,15,7,46.67%,0,0.00%,0,0.00%,15,15,00:57:30,50
female,18-24,New Visitor,Direct,India,US$0.00,287,159,55.40%,2,0.70%,0,0.00%,285,287,08:39:06,828
female,18-24,New Visitor,Direct,Italy,US$0.00,32,20,62.50%,2,6.25%,0,0.00%,32,32,00:27:54,80
female,18-24,New Visitor,Direct,Japan,US$0.00,34,22,64.71%,0,0.00%,0,0.00%,34,34,00:29:21,61
female,18-24,New Visitor,Direct,South Korea,US$0.00,37,21,56.76%,0,0.00%,0,0.00%,37,37,01:15:30,91
female,18-24,New Visitor,Direct,Mexico,US$0.00,27,13,48.15%,0,0.00%,0,0.00%,27,27,01:43:14,150
female,18-24,New Visitor,Direct,Malaysia,US$0.00,15,12,80.00%,0,0.00%,0,0.00%,15,15,00:34:18,20
female,18-24,New Visitor,Direct,Netherlands,US$0.00,19,15,78.95%,1,5.26%,0,0.00%,19,19,00:10:47,47
female,18-24,New Visitor,Direct,Peru,US$0.00,27,20,74.07%,0,0.00%,0,0.00%,27,27,01:24:49,67
