# ----------------------------------------
# 1 Master View
# Sessions - Details of User - Export by Month
# 20210501-20210531
# ----------------------------------------

Gender,Age,User Type,Default Channel Grouping,Country,Total Value,Sessions,Bounces,Bounce Rate,Entered Checkout (Goal 4 Completions),Entered Checkout (Goal 4 Conversion Rate),Transactions,E-commerce Conversion Rate,Users,New Users,Session Duration,Page Views
male,25-34,Returning Visitor,Direct,United States,"US$11,366.40",972,220,22.63%,168,17.28%,132,13.58%,521,0,97:19:12,"10,569"
female,25-34,Returning Visitor,Direct,United States,"US$9,684.29",741,182,24.56%,113,15.25%,83,11.20%,404,0,74:58:02,"6,623"
male,25-34,New Visitor,Direct,United States,"US$6,358.18","1,297",308,23.75%,119,9.18%,85,6.55%,"1,295","1,297",97:01:44,"10,504"
male,35-44,Returning Visitor,Direct,United States,"US$5,749.55",461,96,20.82%,74,16.05%,65,14.10%,278,0,43:44:57,"4,490"
female,18-24,Returning Visitor,Direct,United States,"US$4,113.92",505,131,25.94%,71,14.06%,81,16.04%,248,0,54:42:50,"4,832"
male,45-54,Returning Visitor,Direct,United States,"US$3,715.78",321,68,21.18%,51,15.89%,38,11.84%,180,0,28:53:42,"3,152"
male,18-24,Returning Visitor,Direct,United States,"US$3,605.61",499,119,23.85%,76,15.23%,65,13.03%,277,0,44:39:01,"5,034"
male,35-44,New Visitor,Direct,United States,"US$2,938.84",679,181,26.66%,64,9.43%,47,6.92%,678,679,50:46:46,"5,189"
female,25-34,New Visitor,Direct,United States,"US$2,484.82",978,272,27.81%,72,7.36%,44,4.50%,977,978,74:29:33,"7,383"
female,45-54,Returning Visitor,Direct,United States,"US$2,286.31",243,65,26.75%,23,9.47%,18,7.41%,102,0,32:16:28,"1,901"
female,35-44,Returning Visitor,Direct,United States,"US$2,214.67",305,80,26.23%,43,14.10%,31,10.16%,165,0,35:27:07,"3,177"
male,45-54,New Visitor,Direct,United States,"US$2,036.55",520,158,30.38%,42,8.08%,31,5.96%,520,520,35:33:54,"3,816"
male,18-24,New Visitor,Direct,United States,"US$1,797.91",864,304,35.19%,47,5.44%,34,3.94%,862,864,49:17:36,"5,187"
female,45-54,New Visitor,Direct,United States,"US$1,602.45",347,124,35.73%,25,7.20%,20,5.76%,347,347,21:54:20,"2,211"
