# ----------------------------------------
# 1 Master View
# Sessions - Details of User - Export by Month
# 20200801-20200831
# ----------------------------------------

Gender,Age,User Type,Default Channel Grouping,Country,Total Value,Sessions,Bounces,Bounce Rate,Entered Checkout (Goal 4 Completions),Entered Checkout (Goal 4 Conversion Rate),Transactions,E-commerce Conversion Rate,Users,New Users,Session Duration,Page Views
female,45-54,Returning Visitor,Organic Search,United States,US$194.90,76,19,25.00%,3,3.95%,1,1.32%,35,0,09:47:25,877
male,25-34,New Visitor,Organic Search,United States,US$74.00,472,185,39.19%,8,1.69%,2,0.42%,472,472,24:37:29,"2,633"
female,18-24,Returning Visitor,Organic Search,United States,US$58.00,164,50,30.49%,5,3.05%,1,0.61%,94,0,10:45:05,"1,130"
female,65+,New Visitor,Direct,United States,US$44.50,57,18,31.58%,2,3.51%,1,1.75%,57,57,04:19:10,482
female,65+,Returning Visitor,Organic Search,United States,US$22.00,24,11,45.83%,1,4.17%,1,4.17%,11,0,01:21:27,142
male,45-54,New Visitor,Direct,United States,US$21.50,240,55,22.92%,6,2.50%,2,0.83%,240,240,19:34:17,"1,672"
male,18-24,New Visitor,Organic Search,United States,US$17.50,390,142,36.41%,7,1.79%,1,0.26%,390,390,23:37:26,"2,361"
female,25-34,New Visitor,Organic Search,United States,US$16.80,299,118,39.46%,8,2.68%,1,0.33%,298,299,17:19:36,"1,707"
female,18-24,New Visitor,(Other),United States,US$0.00,15,8,53.33%,0,0.00%,0,0.00%,15,15,00:28:50,48
female,18-24,New Visitor,Affiliates,India,US$0.00,15,8,53.33%,0,0.00%,0,0.00%,15,15,00:15:54,38
female,18-24,New Visitor,Affiliates,United States,US$0.00,12,8,66.67%,1,8.33%,0,0.00%,12,12,00:02:24,20
female,18-24,New Visitor,Direct,Canada,US$0.00,19,11,57.89%,0,0.00%,0,0.00%,19,19,00:32:01,99
female,18-24,New Visitor,Direct,India,US$0.00,27,9,33.33%,0,0.00%,0,0.00%,27,27,01:20:31,130
female,18-24,New Visitor,Direct,United States,US$0.00,427,113,26.46%,15,3.51%,0,0.00%,427,427,30:57:56,"2,921"
female,18-24,New Visitor,Display,United States,US$0.00,14,7,50.00%,0,0.00%,0,0.00%,14,14,00:58:39,162
female,18-24,New Visitor,Organic Search,Australia,US$0.00,17,7,41.18%,1,5.88%,0,0.00%,17,17,00:26:35,66
female,18-24,New Visitor,Organic Search,Canada,US$0.00,19,12,63.16%,0,0.00%,0,0.00%,19,19,00:42:17,72
female,18-24,New Visitor,Organic Search,China,US$0.00,16,10,62.50%,0,0.00%,0,0.00%,16,16,00:02:18,22
female,18-24,New Visitor,Organic Search,United Kingdom,US$0.00,24,13,54.17%,0,0.00%,0,0.00%,24,24,00:27:39,63
female,18-24,New Visitor,Organic Search,India,US$0.00,67,37,55.22%,0,0.00%,0,0.00%,67,67,01:00:17,162
female,18-24,New Visitor,Organic Search,Japan,US$0.00,11,6,54.55%,0,0.00%,0,0.00%,11,11,00:07:53,27
female,18-24,New Visitor,Organic Search,United States,US$0.00,204,88,43.14%,3,1.47%,0,0.00%,202,204,09:07:23,990
female,18-24,New Visitor,Paid Search,United States,US$0.00,23,5,21.74%,3,13.04%,0,0.00%,23,23,01:58:19,173
female,18-24,New Visitor,Referral,Canada,US$0.00,10,2,20.00%,0,0.00%,0,0.00%,10,10,01:19:21,59
female,18-24,New Visitor,Referral,United Kingdom,US$0.00,11,6,54.55%,0,0.00%,0,0.00%,11,11,00:15:49,19
female,18-24,New Visitor,Referral,India,US$0.00,23,15,65.22%,0,0.00%,0,0.00%,23,23,00:44:51,48
female,18-24,New Visitor,Referral,South Korea,US$0.00,17,9,52.94%,0,0.00%,0,0.00%,17,17,00:14:22,29
female,18-24,New Visitor,Referral,Taiwan,US$0.00,11,5,45.45%,0,0.00%,0,0.00%,11,11,00:03:44,21
female,18-24,New Visitor,Referral,United States,US$0.00,151,27,17.88%,10,6.62%,0,0.00%,151,151,16:25:46,"1,425"
female,18-24,New Visitor,Social,United States,US$0.00,19,6,31.58%,0,0.00%,0,0.00%,19,19,01:42:40,88
female,18-24,Returning Visitor,Direct,United States,US$0.00,199,52,26.13%,16,8.04%,0,0.00%,124,0,20:56:29,"1,774"
female,18-24,Returning Visitor,Organic Search,Australia,US$0.00,31,15,48.39%,0,0.00%,0,0.00%,10,0,02:28:43,120
female,18-24,Returning Visitor,Organic Search,India,US$0.00,11,8,72.73%,0,0.00%,0,0.00%,10,0,00:08:40,26
female,18-24,Returning Visitor,Paid Search,United States,US$0.00,25,5,20.00%,1,4.00%,0,0.00%,18,0,01:20:23,91
female,18-24,Returning Visitor,Referral,Canada,US$0.00,30,5,16.67%,2,6.67%,0,0.00%,12,0,05:10:06,303
female,18-24,Returning Visitor,Referral,United States,US$0.00,308,81,26.30%,17,5.52%,0,0.00%,160,0,26:27:48,"2,676"
female,25-34,New Visitor,(Other),United States,US$0.00,22,6,27.27%,0,0.00%,0,0.00%,22,22,00:56:44,137
female,25-34,New Visitor,Affiliates,United States,US$0.00,13,10,76.92%,0,0.00%,0,0.00%,13,13,00:03:37,18
female,25-34,New Visitor,Direct,Canada,US$0.00,22,7,31.82%,0,0.00%,0,0.00%,22,22,01:33:18,99
female,25-34,New Visitor,Direct,India,US$0.00,29,15,51.72%,0,0.00%,0,0.00%,29,29,01:16:18,96
female,25-34,New Visitor,Direct,Japan,US$0.00,12,5,41.67%,0,0.00%,0,0.00%,12,12,00:41:04,59
female,25-34,New Visitor,Direct,South Korea,US$0.00,12,9,75.00%,0,0.00%,0,0.00%,11,12,00:11:14,33
female,25-34,New Visitor,Direct,Singapore,US$0.00,21,4,19.05%,0,0.00%,0,0.00%,21,21,01:06:04,90
female,25-34,New Visitor,Direct,United States,US$0.00,725,179,24.69%,26,3.59%,0,0.00%,724,725,51:41:29,"5,124"
female,25-34,New Visitor,Display,United States,US$0.00,29,20,68.97%,0,0.00%,0,0.00%,29,29,01:02:46,95
female,25-34,New Visitor,Organic Search,Australia,US$0.00,21,12,57.14%,0,0.00%,0,0.00%,21,21,00:36:33,48
female,25-34,New Visitor,Organic Search,Brazil,US$0.00,12,6,50.00%,0,0.00%,0,0.00%,12,12,00:58:36,36
female,25-34,New Visitor,Organic Search,Canada,US$0.00,34,15,44.12%,1,2.94%,0,0.00%,34,34,02:22:36,186
female,25-34,New Visitor,Organic Search,Germany,US$0.00,12,6,50.00%,0,0.00%,0,0.00%,12,12,00:12:38,35
