# ----------------------------------------
# 1 Master View
# Sessions - Details of User - Export by Month
# 20210701-20210731
# ----------------------------------------

Gender,Age,User Type,Default Channel Grouping,Country,Total Value,Sessions,Bounces,Bounce Rate,Entered Checkout (Goal 4 Completions),Entered Checkout (Goal 4 Conversion Rate),Transactions,E-commerce Conversion Rate,Users,New Users,Session Duration,Page Views
male,25-34,Returning Visitor,Direct,United States,"US$10,371.20","1,538",362,23.54%,216,14.04%,151,9.82%,871,0,145:20:30,"15,832"
female,25-34,Returning Visitor,Direct,United States,"US$9,088.23","1,350",322,23.85%,186,13.78%,132,9.78%,732,0,117:32:40,"12,105"
male,25-34,New Visitor,Direct,United States,"US$6,558.38","1,992",638,32.03%,169,8.48%,100,5.02%,"1,991","1,992",122:35:06,"13,019"
male,35-44,Returning Visitor,Direct,United States,"US$5,702.47",838,214,25.54%,137,16.35%,96,11.46%,462,0,75:19:03,"7,777"
female,45-54,Returning Visitor,Direct,United States,"US$5,547.97",297,63,21.21%,49,16.50%,29,9.76%,160,0,33:56:50,"3,184"
female,25-34,New Visitor,Direct,United States,"US$5,187.26","1,613",501,31.06%,161,9.98%,92,5.70%,"1,613","1,613",103:28:13,"10,713"
male,45-54,Returning Visitor,Direct,United States,"US$4,817.68",509,128,25.15%,101,19.84%,73,14.34%,287,0,48:24:47,"5,189"
male,18-24,Returning Visitor,Direct,United States,"US$4,764.90",804,203,25.25%,97,12.06%,64,7.96%,452,0,73:02:53,"7,635"
female,35-44,Returning Visitor,Direct,United States,"US$4,348.92",542,120,22.14%,98,18.08%,66,12.18%,316,0,53:48:13,"5,129"
female,18-24,New Visitor,Direct,United States,"US$4,158.61",953,319,33.47%,100,10.49%,66,6.93%,953,953,64:55:51,"6,396"
male,35-44,New Visitor,Direct,United States,"US$4,107.11","1,034",311,30.08%,112,10.83%,56,5.42%,"1,033","1,034",71:22:16,"7,324"
female,18-24,Returning Visitor,Direct,United States,"US$3,812.64",714,176,24.65%,109,15.27%,75,10.50%,424,0,73:07:41,"6,987"
male,18-24,New Visitor,Direct,United States,"US$2,602.82","1,133",403,35.57%,83,7.33%,48,4.24%,"1,131","1,133",70:53:45,"7,134"
male,45-54,New Visitor,Direct,United States,"US$2,447.64",628,208,33.12%,59,9.39%,38,6.05%,626,628,41:37:34,"4,267"
female,35-44,New Visitor,Direct,United States,"US$1,795.76",695,232,33.38%,71,10.22%,30,4.32%,694,695,45:35:43,"4,423"
male,55-64,New Visitor,Direct,United States,"US$1,243.26",346,115,33.24%,29,8.38%,15,4.34%,345,346,22:06:25,"2,182"
male,55-64,Returning Visitor,Direct,United States,"US$1,174.36",204,57,27.94%,33,16.18%,23,11.27%,115,0,16:52:47,"1,797"
female,25-34,New Visitor,Direct,Canada,"US$1,171.74",128,58,45.31%,5,3.91%,10,7.81%,128,128,07:36:54,735
female,45-54,New Visitor,Direct,United States,"US$1,015.08",445,173,38.88%,36,8.09%,19,4.27%,445,445,28:15:38,"2,536"
female,35-44,Returning Visitor,Direct,Canada,US$998.64,58,15,25.86%,7,12.07%,3,5.17%,15,0,04:23:47,363
female,55-64,Returning Visitor,Direct,United States,US$753.68,141,45,31.91%,18,12.77%,12,8.51%,73,0,12:46:27,"1,388"
female,65+,Returning Visitor,Direct,United States,US$636.64,82,23,28.05%,17,20.73%,16,19.51%,50,0,09:55:58,812
male,65+,Returning Visitor,Direct,United States,US$528.00,123,48,39.02%,15,12.20%,9,7.32%,72,0,08:26:50,858
male,25-34,New Visitor,Direct,Canada,US$329.24,145,60,41.38%,9,6.21%,2,1.38%,145,145,06:14:24,653
female,55-64,New Visitor,Direct,United States,US$277.82,235,98,41.70%,16,6.81%,8,3.40%,235,235,14:40:15,"1,323"
male,25-34,Returning Visitor,Direct,Taiwan,US$236.96,23,9,39.13%,1,4.35%,1,4.35%,12,0,01:54:25,207
male,65+,New Visitor,Direct,United States,US$226.40,221,80,36.20%,16,7.24%,8,3.62%,220,221,11:22:35,979
female,55-64,New Visitor,Direct,Canada,US$187.80,28,19,67.86%,1,3.57%,1,3.57%,28,28,00:39:12,94
male,45-54,New Visitor,Direct,Canada,US$144.00,65,30,46.15%,3,4.62%,1,1.54%,65,65,03:09:22,305
male,18-24,Returning Visitor,Direct,Canada,US$116.80,53,19,35.85%,3,5.66%,1,1.89%,34,0,04:33:32,477
male,35-44,Returning Visitor,Direct,Taiwan,US$111.20,22,7,31.82%,5,22.73%,1,4.55%,17,0,01:56:31,162
female,25-34,Returning Visitor,Direct,Taiwan,US$101.60,46,14,30.43%,2,4.35%,1,2.17%,22,0,04:31:39,244
male,35-44,Returning Visitor,Direct,Canada,US$94.64,59,24,40.68%,5,8.47%,2,3.39%,27,0,04:10:58,351
male,25-34,Returning Visitor,Direct,South Korea,US$94.40,32,11,34.38%,1,3.12%,1,3.12%,19,0,03:07:04,174
female,65+,New Visitor,Direct,United States,US$84.00,142,53,37.32%,7,4.93%,2,1.41%,142,142,07:28:43,734
male,25-34,New Visitor,Direct,United Kingdom,US$75.64,149,69,46.31%,4,2.68%,2,1.34%,149,149,06:08:45,513
male,25-34,Returning Visitor,Direct,India,US$71.04,142,59,41.55%,9,6.34%,1,0.70%,84,0,11:25:00,738
male,25-34,Returning Visitor,Direct,Canada,US$65.62,95,22,23.16%,13,13.68%,1,1.05%,50,0,12:35:04,"1,033"
male,35-44,New Visitor,Direct,South Korea,US$64.00,27,14,51.85%,2,7.41%,1,3.70%,27,27,01:42:19,169
male,35-44,Returning Visitor,Direct,United Kingdom,US$56.00,38,19,50.00%,1,2.63%,1,2.63%,24,0,01:59:23,243
male,18-24,Returning Visitor,Direct,United Kingdom,US$43.20,19,11,57.89%,1,5.26%,1,5.26%,16,0,00:48:39,59
female,25-34,Returning Visitor,Direct,Singapore,US$39.64,38,14,36.84%,5,13.16%,1,2.63%,22,0,04:29:34,313
male,45-54,Returning Visitor,Direct,United Kingdom,US$38.40,23,6,26.09%,5,21.74%,1,4.35%,15,0,02:48:29,230
male,35-44,New Visitor,Direct,Canada,US$36.80,78,34,43.59%,8,10.26%,1,1.28%,78,78,04:22:50,372
male,35-44,Returning Visitor,Direct,India,US$28.00,17,8,47.06%,1,5.88%,1,5.88%,13,0,00:37:29,75
male,65+,New Visitor,Direct,Netherlands,US$9.08,10,6,60.00%,1,10.00%,1,10.00%,10,10,00:36:06,38
female,18-24,New Visitor,Affiliates,India,US$0.00,11,10,90.91%,0,0.00%,0,0.00%,11,11,00:03:01,14
female,18-24,New Visitor,Direct,Australia,US$0.00,25,15,60.00%,0,0.00%,0,0.00%,25,25,02:19:03,115
female,18-24,New Visitor,Direct,Bangladesh,US$0.00,10,3,30.00%,1,10.00%,0,0.00%,10,10,00:18:08,50
female,18-24,New Visitor,Direct,Brazil,US$0.00,39,24,61.54%,0,0.00%,0,0.00%,39,39,00:46:19,185
female,18-24,New Visitor,Direct,Canada,US$0.00,116,63,54.31%,3,2.59%,0,0.00%,116,116,02:59:37,390
female,18-24,New Visitor,Direct,China,US$0.00,26,16,61.54%,0,0.00%,0,0.00%,26,26,00:24:02,49
female,18-24,New Visitor,Direct,Colombia,US$0.00,29,17,58.62%,0,0.00%,0,0.00%,29,29,01:01:49,86
female,18-24,New Visitor,Direct,Germany,US$0.00,30,17,56.67%,2,6.67%,0,0.00%,30,30,00:34:23,76
female,18-24,New Visitor,Direct,Spain,US$0.00,30,22,73.33%,1,3.33%,0,0.00%,30,30,00:29:09,86
female,18-24,New Visitor,Direct,France,US$0.00,38,22,57.89%,0,0.00%,0,0.00%,38,38,01:08:34,142
female,18-24,New Visitor,Direct,United Kingdom,US$0.00,61,27,44.26%,1,1.64%,0,0.00%,61,61,01:27:04,188
female,18-24,New Visitor,Direct,Hong Kong,US$0.00,10,7,70.00%,0,0.00%,0,0.00%,10,10,00:07:46,18
female,18-24,New Visitor,Direct,Indonesia,US$0.00,45,33,73.33%,1,2.22%,0,0.00%,45,45,01:12:05,103
female,18-24,New Visitor,Direct,India,US$0.00,258,157,60.85%,1,0.39%,0,0.00%,257,258,04:23:59,619
female,18-24,New Visitor,Direct,Italy,US$0.00,28,15,53.57%,0,0.00%,0,0.00%,28,28,01:24:04,66
female,18-24,New Visitor,Direct,Japan,US$0.00,35,22,62.86%,0,0.00%,0,0.00%,35,35,01:01:36,95
female,18-24,New Visitor,Direct,South Korea,US$0.00,50,28,56.00%,0,0.00%,0,0.00%,50,50,03:45:01,190
female,18-24,New Visitor,Direct,Mexico,US$0.00,20,14,70.00%,0,0.00%,0,0.00%,20,20,00:08:41,37
female,18-24,New Visitor,Direct,Malaysia,US$0.00,18,11,61.11%,0,0.00%,0,0.00%,18,18,00:08:07,28
female,18-24,New Visitor,Direct,Peru,US$0.00,39,26,66.67%,1,2.56%,0,0.00%,39,39,01:20:26,88
female,18-24,New Visitor,Direct,Philippines,US$0.00,21,12,57.14%,1,4.76%,0,0.00%,21,21,00:58:46,45
female,18-24,New Visitor,Direct,Russia,US$0.00,13,7,53.85%,0,0.00%,0,0.00%,13,13,00:14:01,28
female,18-24,New Visitor,Direct,Singapore,US$0.00,26,20,76.92%,1,3.85%,0,0.00%,26,26,00:44:04,59
female,18-24,New Visitor,Direct,Thailand,US$0.00,15,9,60.00%,0,0.00%,0,0.00%,15,15,00:02:09,34
female,18-24,New Visitor,Direct,Türkiye,US$0.00,12,10,83.33%,0,0.00%,0,0.00%,12,12,00:46:46,32
female,18-24,New Visitor,Direct,Taiwan,US$0.00,56,34,60.71%,0,0.00%,0,0.00%,56,56,01:35:40,154
female,18-24,New Visitor,Direct,Vietnam,US$0.00,43,29,67.44%,1,2.33%,0,0.00%,43,43,00:24:04,79
female,18-24,Returning Visitor,Direct,Canada,US$0.00,43,15,34.88%,7,16.28%,0,0.00%,27,0,02:58:42,264
female,18-24,Returning Visitor,Direct,Spain,US$0.00,41,10,24.39%,2,4.88%,0,0.00%,11,0,06:10:10,199
female,18-24,Returning Visitor,Direct,France,US$0.00,41,20,48.78%,2,4.88%,0,0.00%,14,0,02:50:10,136
female,18-24,Returning Visitor,Direct,United Kingdom,US$0.00,20,6,30.00%,0,0.00%,0,0.00%,15,0,02:05:10,81
female,18-24,Returning Visitor,Direct,India,US$0.00,61,30,49.18%,3,4.92%,0,0.00%,32,0,06:16:41,226
female,18-24,Returning Visitor,Direct,South Korea,US$0.00,34,15,44.12%,1,2.94%,0,0.00%,20,0,01:49:58,133
female,25-34,New Visitor,Direct,United Arab Emirates,US$0.00,13,10,76.92%,0,0.00%,0,0.00%,13,13,00:09:32,16
female,25-34,New Visitor,Direct,Argentina,US$0.00,31,20,64.52%,0,0.00%,0,0.00%,31,31,01:06:26,89
female,25-34,New Visitor,Direct,Australia,US$0.00,32,18,56.25%,2,6.25%,0,0.00%,32,32,01:08:48,159
female,25-34,New Visitor,Direct,Brazil,US$0.00,62,33,53.23%,3,4.84%,0,0.00%,62,62,02:26:51,186
female,25-34,New Visitor,Direct,Switzerland,US$0.00,19,9,47.37%,0,0.00%,0,0.00%,19,19,00:14:09,53
female,25-34,New Visitor,Direct,China,US$0.00,40,20,50.00%,1,2.50%,0,0.00%,40,40,00:49:33,124
female,25-34,New Visitor,Direct,Colombia,US$0.00,51,28,54.90%,0,0.00%,0,0.00%,51,51,02:05:59,147
female,25-34,New Visitor,Direct,Germany,US$0.00,39,23,58.97%,0,0.00%,0,0.00%,39,39,00:56:29,112
female,25-34,New Visitor,Direct,Spain,US$0.00,48,31,64.58%,0,0.00%,0,0.00%,48,48,02:06:47,97
female,25-34,New Visitor,Direct,France,US$0.00,24,15,62.50%,0,0.00%,0,0.00%,24,24,00:31:54,59
female,25-34,New Visitor,Direct,United Kingdom,US$0.00,93,46,49.46%,5,5.38%,0,0.00%,93,93,03:45:23,369
female,25-34,New Visitor,Direct,Hong Kong,US$0.00,29,18,62.07%,1,3.45%,0,0.00%,29,29,02:02:50,75
female,25-34,New Visitor,Direct,Indonesia,US$0.00,27,16,59.26%,1,3.70%,0,0.00%,27,27,01:44:01,159
female,25-34,New Visitor,Direct,Ireland,US$0.00,20,11,55.00%,0,0.00%,0,0.00%,20,20,00:48:43,79
female,25-34,New Visitor,Direct,Israel,US$0.00,10,5,50.00%,0,0.00%,0,0.00%,10,10,00:14:07,30
female,25-34,New Visitor,Direct,India,US$0.00,239,146,61.09%,3,1.26%,0,0.00%,239,239,07:12:37,698
female,25-34,New Visitor,Direct,Italy,US$0.00,35,21,60.00%,0,0.00%,0,0.00%,35,35,01:55:33,95
female,25-34,New Visitor,Direct,Japan,US$0.00,74,43,58.11%,0,0.00%,0,0.00%,74,74,02:19:39,219
female,25-34,New Visitor,Direct,Kenya,US$0.00,10,6,60.00%,0,0.00%,0,0.00%,10,10,00:14:18,30
female,25-34,New Visitor,Direct,South Korea,US$0.00,134,71,52.99%,2,1.49%,0,0.00%,134,134,05:22:30,454
female,25-34,New Visitor,Direct,Mexico,US$0.00,36,15,41.67%,0,0.00%,0,0.00%,36,36,02:14:58,180
female,25-34,New Visitor,Direct,Malaysia,US$0.00,22,12,54.55%,2,9.09%,0,0.00%,22,22,02:08:12,104
female,25-34,New Visitor,Direct,Peru,US$0.00,24,16,66.67%,0,0.00%,0,0.00%,24,24,01:44:55,64
female,25-34,New Visitor,Direct,Philippines,US$0.00,25,11,44.00%,3,12.00%,0,0.00%,25,25,01:41:05,111
female,25-34,New Visitor,Direct,Pakistan,US$0.00,11,7,63.64%,0,0.00%,0,0.00%,11,11,00:05:54,24
female,25-34,New Visitor,Direct,Poland,US$0.00,25,11,44.00%,0,0.00%,0,0.00%,25,25,01:32:22,65
female,25-34,New Visitor,Direct,Portugal,US$0.00,12,7,58.33%,0,0.00%,0,0.00%,12,12,00:40:08,22
female,25-34,New Visitor,Direct,Russia,US$0.00,31,21,67.74%,0,0.00%,0,0.00%,31,31,00:48:57,65
female,25-34,New Visitor,Direct,Singapore,US$0.00,73,35,47.95%,0,0.00%,0,0.00%,73,73,02:09:55,238
female,25-34,New Visitor,Direct,Thailand,US$0.00,16,11,68.75%,0,0.00%,0,0.00%,16,16,00:17:18,25
female,25-34,New Visitor,Direct,Türkiye,US$0.00,14,11,78.57%,0,0.00%,0,0.00%,14,14,00:22:57,29
female,25-34,New Visitor,Direct,Taiwan,US$0.00,86,45,52.33%,1,1.16%,0,0.00%,86,86,05:02:36,293
female,25-34,New Visitor,Direct,Ukraine,US$0.00,15,9,60.00%,0,0.00%,0,0.00%,15,15,00:23:07,49
female,25-34,New Visitor,Direct,Vietnam,US$0.00,27,21,77.78%,0,0.00%,0,0.00%,27,27,00:03:57,92
female,25-34,New Visitor,Paid Search,United States,US$0.00,10,7,70.00%,0,0.00%,0,0.00%,10,10,00:01:54,19
female,25-34,Returning Visitor,Direct,Argentina,US$0.00,19,11,57.89%,2,10.53%,0,0.00%,12,0,01:42:22,121
female,25-34,Returning Visitor,Direct,Brazil,US$0.00,15,8,53.33%,0,0.00%,0,0.00%,11,0,00:54:34,66
female,25-34,Returning Visitor,Direct,Canada,US$0.00,80,32,40.00%,9,11.25%,0,0.00%,43,0,07:04:08,578
female,25-34,Returning Visitor,Direct,Colombia,US$0.00,13,6,46.15%,0,0.00%,0,0.00%,10,0,00:58:21,28
female,25-34,Returning Visitor,Direct,Germany,US$0.00,20,8,40.00%,1,5.00%,0,0.00%,16,0,00:54:46,76
female,25-34,Returning Visitor,Direct,Spain,US$0.00,45,17,37.78%,1,2.22%,0,0.00%,17,0,10:21:25,276
female,25-34,Returning Visitor,Direct,United Kingdom,US$0.00,56,22,39.29%,0,0.00%,0,0.00%,33,0,04:14:34,232
female,25-34,Returning Visitor,Direct,Ireland,US$0.00,18,10,55.56%,0,0.00%,0,0.00%,10,0,00:38:14,41
female,25-34,Returning Visitor,Direct,India,US$0.00,71,37,52.11%,3,4.23%,0,0.00%,49,0,02:52:41,228
female,25-34,Returning Visitor,Direct,Italy,US$0.00,16,9,56.25%,0,0.00%,0,0.00%,13,0,02:06:25,62
female,25-34,Returning Visitor,Direct,Japan,US$0.00,18,11,61.11%,2,11.11%,0,0.00%,10,0,00:38:08,70
female,25-34,Returning Visitor,Direct,South Korea,US$0.00,57,34,59.65%,1,1.75%,0,0.00%,35,0,01:34:43,138
female,35-44,New Visitor,Direct,United Arab Emirates,US$0.00,10,7,70.00%,0,0.00%,0,0.00%,10,10,00:11:52,20
female,35-44,New Visitor,Direct,Argentina,US$0.00,27,18,66.67%,0,0.00%,0,0.00%,27,27,00:16:02,47
female,35-44,New Visitor,Direct,Australia,US$0.00,14,6,42.86%,1,7.14%,0,0.00%,14,14,00:44:24,49
female,35-44,New Visitor,Direct,Brazil,US$0.00,32,18,56.25%,0,0.00%,0,0.00%,32,32,00:55:48,126
female,35-44,New Visitor,Direct,Canada,US$0.00,72,33,45.83%,1,1.39%,0,0.00%,72,72,04:29:39,389
