# ----------------------------------------
# 1 Master View
# Sessions - Details of User - Export by Month
# 20220201-20220228
# ----------------------------------------

Gender,Age,User Type,Default Channel Grouping,Country,Total Value,Sessions,Bounces,Bounce Rate,Entered Checkout (Goal 4 Completions),Entered Checkout (Goal 4 Conversion Rate),Transactions,E-commerce Conversion Rate,Users,New Users,Session Duration,Page Views
male,25-34,Returning Visitor,Direct,United States,"US$12,293.13",974,223,22.90%,139,14.27%,116,11.91%,571,0,84:17:47,"9,028"
male,35-44,Returning Visitor,Direct,United States,"US$7,844.45",699,136,19.46%,114,16.31%,89,12.73%,397,0,63:50:23,"6,882"
female,55-64,Returning Visitor,Paid Search,United States,"US$7,156.40",24,6,25.00%,6,25.00%,58,241.67%,12,0,06:17:30,907
female,25-34,Returning Visitor,Direct,United States,"US$6,497.48",666,166,24.92%,77,11.56%,64,9.61%,372,0,57:56:56,"5,471"
female,35-44,Returning Visitor,Direct,United States,"US$5,062.48",397,122,30.73%,53,13.35%,33,8.31%,221,0,36:32:18,"3,536"
male,18-24,Returning Visitor,Direct,United States,"US$4,860.54",672,165,24.55%,72,10.71%,52,7.74%,391,0,52:06:43,"5,554"
male,25-34,New Visitor,Direct,United States,"US$3,779.14","1,127",321,28.48%,91,8.07%,60,5.32%,"1,125","1,127",78:25:58,"7,868"
female,25-34,New Visitor,Direct,United States,"US$3,717.88",765,237,30.98%,59,7.71%,33,4.31%,765,765,47:31:07,"4,849"
female,18-24,Returning Visitor,Direct,United States,"US$3,170.16",579,150,25.91%,62,10.71%,43,7.43%,366,0,55:32:31,"4,235"
male,35-44,New Visitor,Direct,United States,"US$3,144.80",856,244,28.50%,64,7.48%,40,4.67%,856,856,56:36:04,"5,854"
female,45-54,Returning Visitor,Direct,United States,"US$2,968.96",180,54,30.00%,33,18.33%,29,16.11%,107,0,21:04:33,"2,095"
male,18-24,New Visitor,Direct,United States,"US$2,455.89",942,305,32.38%,54,5.73%,34,3.61%,941,942,62:56:38,"6,019"
