# ----------------------------------------
# 1 Master View
# Sessions - Details of User - Export by Month
# 20220601-20220630
# ----------------------------------------

Gender,Age,User Type,Default Channel Grouping,Country,Total Value,Sessions,Bounces,Bounce Rate,Entered Checkout (Goal 4 Completions),Entered Checkout (Goal 4 Conversion Rate),Transactions,E-commerce Conversion Rate,Users,New Users,Session Duration,Page Views
female,25-34,Returning Visitor,Direct,United States,"US$20,438.27","1,067",232,21.74%,184,17.24%,138,12.93%,555,0,117:49:17,"11,089"
male,25-34,Returning Visitor,Direct,United States,"US$10,184.51","1,295",319,24.63%,169,13.05%,87,6.72%,733,0,116:13:50,"12,306"
female,35-44,Returning Visitor,Direct,United States,"US$9,800.69",527,112,21.25%,85,16.13%,52,9.87%,279,0,55:39:01,"5,308"
male,35-44,Returning Visitor,Direct,United States,"US$8,260.40",833,180,21.61%,136,16.33%,64,7.68%,468,0,82:34:31,"8,756"
male,18-24,Returning Visitor,Direct,United States,"US$7,990.60",983,242,24.62%,130,13.22%,55,5.60%,545,0,91:37:08,"9,007"
female,18-24,New Visitor,Direct,United States,"US$6,771.24",889,260,29.25%,60,6.75%,27,3.04%,889,889,59:58:30,"6,024"
female,18-24,Returning Visitor,Direct,United States,"US$5,391.52",846,183,21.63%,141,16.67%,61,7.21%,463,0,98:41:25,"8,836"
male,35-44,New Visitor,Direct,United States,"US$5,027.01","1,064",302,28.38%,102,9.59%,51,4.79%,"1,063","1,064",79:54:48,"8,253"
female,45-54,Returning Visitor,Direct,United States,"US$4,402.60",279,84,30.11%,41,14.70%,23,8.24%,167,0,18:50:47,"2,061"
male,25-34,New Visitor,Direct,United States,"US$3,781.08","1,538",438,28.48%,120,7.80%,42,2.73%,"1,538","1,538",118:55:52,"11,364"
male,65+,Returning Visitor,Direct,United States,"US$3,483.30",67,17,25.37%,12,17.91%,6,8.96%,38,0,11:10:49,942
male,45-54,Returning Visitor,Direct,United States,"US$3,301.80",454,108,23.79%,78,17.18%,32,7.05%,268,0,50:14:41,"5,322"
female,25-34,New Visitor,Direct,United States,"US$3,048.60","1,017",307,30.19%,98,9.64%,38,3.74%,"1,015","1,017",79:47:36,"7,485"
male,18-24,New Visitor,Direct,United States,"US$2,865.82","1,181",339,28.70%,87,7.37%,34,2.88%,"1,178","1,181",72:53:51,"7,419"
male,55-64,Returning Visitor,Direct,United States,"US$2,137.96",150,31,20.67%,29,19.33%,15,10.00%,86,0,13:55:34,"1,496"
female,35-44,New Visitor,Direct,United States,"US$1,647.56",621,194,31.24%,46,7.41%,29,4.67%,621,621,41:19:14,"3,923"
female,35-44,Returning Visitor,Direct,Canada,"US$1,256.00",38,6,15.79%,5,13.16%,2,5.26%,15,0,03:01:50,281
female,25-34,Returning Visitor,Paid Search,United States,"US$1,229.10",121,44,36.36%,11,9.09%,20,16.53%,82,0,09:07:46,915
male,45-54,New Visitor,Direct,United States,"US$1,067.02",550,171,31.09%,43,7.82%,20,3.64%,550,550,39:06:39,"3,684"
male,18-24,Returning Visitor,Paid Search,United States,"US$1,045.60",132,52,39.39%,9,6.82%,6,4.55%,81,0,11:45:17,922
male,25-34,Returning Visitor,Direct,Canada,US$920.80,85,23,27.06%,17,20.00%,3,3.53%,50,0,08:55:40,761
male,55-64,New Visitor,Direct,United States,US$843.20,213,62,29.11%,16,7.51%,10,4.69%,212,213,15:48:08,"1,466"
female,65+,Returning Visitor,Direct,United States,US$843.00,45,11,24.44%,8,17.78%,1,2.22%,28,0,06:20:13,574
female,45-54,New Visitor,Direct,United States,US$819.77,302,113,37.42%,23,7.62%,11,3.64%,302,302,20:03:45,"2,174"
male,25-34,Returning Visitor,Paid Search,United States,US$773.40,198,64,32.32%,19,9.60%,10,5.05%,109,0,13:09:49,"1,468"
female,25-34,Returning Visitor,Direct,France,US$720.00,21,10,47.62%,2,9.52%,1,4.76%,12,0,01:53:29,88
male,35-44,Returning Visitor,Paid Search,United States,US$693.96,109,36,33.03%,10,9.17%,1,0.92%,66,0,08:13:32,749
female,55-64,Returning Visitor,Direct,United States,US$668.80,139,32,23.02%,13,9.35%,6,4.32%,76,0,21:34:15,"1,289"
female,25-34,Returning Visitor,Direct,Canada,US$617.60,49,16,32.65%,5,10.20%,1,2.04%,29,0,07:39:40,639
male,18-24,Returning Visitor,Direct,United Kingdom,US$548.00,55,14,25.45%,6,10.91%,2,3.64%,41,0,02:38:35,304
female,18-24,Returning Visitor,Direct,United Kingdom,US$390.00,113,29,25.66%,7,6.19%,2,1.77%,58,0,11:15:45,596
male,35-44,New Visitor,Direct,France,US$360.00,40,23,57.50%,1,2.50%,1,2.50%,40,40,02:10:54,115
female,25-34,Returning Visitor,Direct,Mexico,US$342.56,22,10,45.45%,3,13.64%,1,4.55%,12,0,02:21:48,200
male,45-54,New Visitor,Paid Search,United States,US$326.20,95,58,61.05%,4,4.21%,3,3.16%,95,95,02:41:06,407
male,18-24,New Visitor,Paid Search,United States,US$318.60,235,160,68.09%,3,1.28%,3,1.28%,234,235,05:08:48,635
female,55-64,New Visitor,Direct,Taiwan,US$318.40,10,5,50.00%,1,10.00%,1,10.00%,10,10,01:13:31,84
male,45-54,Returning Visitor,Paid Search,United States,US$311.60,43,14,32.56%,6,13.95%,5,11.63%,26,0,02:38:04,327
male,45-54,Returning Visitor,Direct,United Kingdom,US$259.44,34,18,52.94%,4,11.76%,1,2.94%,27,0,03:36:31,299
female,55-64,New Visitor,Direct,United States,US$251.60,166,49,29.52%,17,10.24%,4,2.41%,166,166,11:06:52,"1,093"
female,18-24,Returning Visitor,Paid Search,United States,US$200.80,80,30,37.50%,10,12.50%,2,2.50%,52,0,06:34:13,403
female,25-34,New Visitor,Paid Search,United States,US$195.60,233,171,73.39%,5,2.15%,2,0.86%,232,233,04:51:57,582
male,55-64,Returning Visitor,Paid Search,United States,US$192.00,19,9,47.37%,2,10.53%,2,10.53%,11,0,00:42:55,86
female,18-24,New Visitor,Direct,Canada,US$164.00,85,33,38.82%,5,5.88%,1,1.18%,85,85,07:06:23,509
female,25-34,Returning Visitor,Direct,United Kingdom,US$131.20,80,25,31.25%,7,8.75%,1,1.25%,61,0,04:52:04,418
male,25-34,New Visitor,Direct,Nigeria,US$128.00,10,7,70.00%,2,20.00%,1,10.00%,10,10,00:41:05,48
male,25-34,New Visitor,Paid Search,United States,US$106.00,295,180,61.02%,8,2.71%,4,1.36%,295,295,06:49:20,"1,007"
male,18-24,New Visitor,Direct,United Kingdom,US$95.20,138,51,36.96%,7,5.07%,2,1.45%,137,138,05:57:30,644
male,35-44,New Visitor,Paid Search,United States,US$89.50,221,141,63.80%,5,2.26%,2,0.90%,221,221,04:54:24,828
male,45-54,Returning Visitor,Direct,Canada,US$88.80,24,8,33.33%,3,12.50%,1,4.17%,16,0,03:08:04,282
male,65+,New Visitor,Direct,United States,US$88.32,94,37,39.36%,3,3.19%,2,2.13%,94,94,04:07:36,437
female,45-54,Returning Visitor,Direct,United Kingdom,US$84.00,25,9,36.00%,2,8.00%,1,4.00%,15,0,01:58:17,143
female,55-64,Returning Visitor,Paid Search,United States,US$76.80,22,9,40.91%,2,9.09%,1,4.55%,10,0,01:37:02,185
male,18-24,New Visitor,Direct,Philippines,US$63.00,16,5,31.25%,1,6.25%,1,6.25%,16,16,00:56:12,75
male,18-24,New Visitor,Direct,Canada,US$54.45,94,27,28.72%,1,1.06%,1,1.06%,94,94,05:12:58,523
male,25-34,Returning Visitor,Direct,United Kingdom,US$54.00,121,40,33.06%,6,4.96%,2,1.65%,86,0,05:56:46,625
male,55-64,New Visitor,Paid Search,United States,US$51.00,57,36,63.16%,2,3.51%,1,1.75%,57,57,01:09:19,185
male,45-54,New Visitor,Direct,United Kingdom,US$48.00,78,29,37.18%,2,2.56%,1,1.28%,78,78,03:16:02,334
male,55-64,New Visitor,Direct,Canada,US$43.20,15,4,26.67%,1,6.67%,1,6.67%,15,15,00:30:35,69
female,45-54,Returning Visitor,Paid Search,United States,US$38.80,50,11,22.00%,5,10.00%,2,4.00%,30,0,03:09:44,357
