# ----------------------------------------
# 1 Master View
# Sessions - Details of User - Export by Month
# 20190201-20190228
# ----------------------------------------

Gender,Age,User Type,Default Channel Grouping,Country,Total Value,Sessions,Bounces,Bounce Rate,Entered Checkout (Goal 4 Completions),Entered Checkout (Goal 4 Conversion Rate),Transactions,E-commerce Conversion Rate,Users,New Users,Session Duration,Page Views
male,35-44,New Visitor,Organic Search,United States,US$93.96,567,141,24.87%,12,2.12%,1,0.18%,567,567,30:01:07,"3,123"
female,55-64,Returning Visitor,Organic Search,United States,US$69.96,16,3,18.75%,1,6.25%,1,6.25%,10,0,02:16:42,129
male,25-34,Returning Visitor,Paid Search,United States,US$67.70,162,44,27.16%,5,3.09%,1,0.62%,128,0,08:54:31,885
female,45-54,Returning Visitor,Paid Search,United States,US$61.77,13,5,38.46%,1,7.69%,1,7.69%,11,0,01:46:02,97
male,25-34,Returning Visitor,Direct,United States,US$59.58,368,88,23.91%,28,7.61%,1,0.27%,249,0,25:20:18,"2,036"
male,45-54,Returning Visitor,Organic Search,United States,US$57.90,97,26,26.80%,3,3.09%,1,1.03%,76,0,07:16:59,563
female,35-44,Returning Visitor,Organic Search,United States,US$24.99,98,23,23.47%,5,5.10%,1,1.02%,69,0,10:24:23,800
female,25-34,New Visitor,Organic Search,United States,US$21.99,454,130,28.63%,4,0.88%,1,0.22%,454,454,22:02:01,"2,449"
male,25-34,Returning Visitor,Organic Search,United States,US$12.99,544,178,32.72%,15,2.76%,1,0.18%,367,0,32:20:15,"2,811"
male,18-24,Returning Visitor,Organic Search,United States,US$11.00,186,68,36.56%,5,2.69%,1,0.54%,116,0,13:58:07,970
female,18-24,New Visitor,Affiliates,India,US$0.00,10,5,50.00%,0,0.00%,0,0.00%,10,10,00:37:27,32
female,18-24,New Visitor,Affiliates,United States,US$0.00,25,14,56.00%,0,0.00%,0,0.00%,25,25,01:58:26,98
female,18-24,New Visitor,Direct,Canada,US$0.00,11,1,9.09%,0,0.00%,0,0.00%,11,11,00:10:46,34
female,18-24,New Visitor,Direct,India,US$0.00,25,11,44.00%,1,4.00%,0,0.00%,25,25,00:54:45,79
female,18-24,New Visitor,Direct,United States,US$0.00,84,21,25.00%,2,2.38%,0,0.00%,84,84,04:41:04,382
female,18-24,New Visitor,Organic Search,Australia,US$0.00,18,12,66.67%,0,0.00%,0,0.00%,18,18,00:28:07,60
female,18-24,New Visitor,Organic Search,Canada,US$0.00,49,17,34.69%,0,0.00%,0,0.00%,49,49,01:33:50,166
female,18-24,New Visitor,Organic Search,Germany,US$0.00,16,13,81.25%,0,0.00%,0,0.00%,16,16,00:07:01,31
female,18-24,New Visitor,Organic Search,Spain,US$0.00,22,14,63.64%,0,0.00%,0,0.00%,22,22,00:16:54,46
female,18-24,New Visitor,Organic Search,France,US$0.00,34,25,73.53%,0,0.00%,0,0.00%,34,34,00:38:48,68
female,18-24,New Visitor,Organic Search,United Kingdom,US$0.00,30,22,73.33%,0,0.00%,0,0.00%,30,30,00:52:39,77
female,18-24,New Visitor,Organic Search,Indonesia,US$0.00,20,9,45.00%,0,0.00%,0,0.00%,20,20,01:46:39,77
female,18-24,New Visitor,Organic Search,India,US$0.00,118,77,65.25%,0,0.00%,0,0.00%,118,118,02:33:29,291
female,18-24,New Visitor,Organic Search,South Korea,US$0.00,14,6,42.86%,0,0.00%,0,0.00%,13,14,00:13:22,40
female,18-24,New Visitor,Organic Search,Netherlands,US$0.00,26,18,69.23%,0,0.00%,0,0.00%,26,26,00:22:26,51
female,18-24,New Visitor,Organic Search,Philippines,US$0.00,11,4,36.36%,0,0.00%,0,0.00%,11,11,00:33:42,38
female,18-24,New Visitor,Organic Search,Poland,US$0.00,15,12,80.00%,0,0.00%,0,0.00%,15,15,00:19:38,18
female,18-24,New Visitor,Organic Search,Singapore,US$0.00,19,11,57.89%,0,0.00%,0,0.00%,19,19,00:12:03,56
female,18-24,New Visitor,Organic Search,United States,US$0.00,243,70,28.81%,4,1.65%,0,0.00%,243,243,11:14:55,"1,016"
female,18-24,New Visitor,Paid Search,United States,US$0.00,66,23,34.85%,2,3.03%,0,0.00%,65,66,02:28:38,267
female,18-24,New Visitor,Referral,France,US$0.00,14,8,57.14%,0,0.00%,0,0.00%,14,14,00:54:27,47
female,18-24,New Visitor,Referral,United Kingdom,US$0.00,10,5,50.00%,0,0.00%,0,0.00%,10,10,01:18:28,38
female,18-24,New Visitor,Referral,United States,US$0.00,80,33,41.25%,1,1.25%,0,0.00%,80,80,03:01:57,331
