# ----------------------------------------
# 1 Master View
# Sessions - Details of User - Export by Month
# 20210901-20210930
# ----------------------------------------

Gender,Age,User Type,Default Channel Grouping,Country,Total Value,Sessions,Bounces,Bounce Rate,Entered Checkout (Goal 4 Completions),Entered Checkout (Goal 4 Conversion Rate),Transactions,E-commerce Conversion Rate,Users,New Users,Session Duration,Page Views
female,25-34,Returning Visitor,Direct,United States,"US$6,122.22",553,98,17.72%,80,14.47%,62,11.21%,304,0,51:09:00,"5,693"
male,25-34,Returning Visitor,Direct,United States,"US$5,035.66",737,139,18.86%,108,14.65%,84,11.40%,385,0,68:54:01,"7,880"
male,18-24,Returning Visitor,Direct,United States,"US$3,606.88",355,57,16.06%,67,18.87%,47,13.24%,201,0,33:20:56,"4,099"
female,18-24,Returning Visitor,Direct,United States,"US$2,654.38",377,74,19.63%,46,12.20%,33,8.75%,217,0,36:12:14,"3,473"
male,18-24,New Visitor,Direct,United States,"US$2,471.82",410,160,39.02%,35,8.54%,17,4.15%,409,410,27:52:19,"2,776"
male,45-54,Returning Visitor,Direct,United States,"US$2,168.88",196,46,23.47%,28,14.29%,21,10.71%,110,0,26:17:47,"2,644"
male,35-44,Returning Visitor,Direct,United States,"US$1,785.20",336,80,23.81%,41,12.20%,42,12.50%,173,0,32:16:08,"3,340"
female,45-54,Returning Visitor,Direct,United States,"US$1,594.46",157,44,28.03%,27,17.20%,24,15.29%,77,0,13:56:06,"1,450"
female,25-34,New Visitor,Direct,United States,"US$1,440.05",437,160,36.61%,30,6.86%,21,4.81%,437,437,31:55:20,"2,974"
female,35-44,Returning Visitor,Direct,United States,"US$1,240.57",207,43,20.77%,30,14.49%,24,11.59%,117,0,19:50:40,"1,877"
male,55-64,Returning Visitor,Direct,United States,US$951.80,96,16,16.67%,20,20.83%,13,13.54%,53,0,08:59:32,"1,127"
female,18-24,New Visitor,Direct,United States,US$919.06,359,145,40.39%,17,4.74%,11,3.06%,359,359,20:53:45,"2,164"
male,25-34,New Visitor,Direct,United States,US$903.52,549,178,32.42%,29,5.28%,18,3.28%,549,549,30:42:52,"3,859"
male,65+,Returning Visitor,Direct,United States,US$828.80,57,13,22.81%,14,24.56%,8,14.04%,28,0,05:33:08,715
male,35-44,New Visitor,Direct,United States,US$752.45,283,114,40.28%,13,4.59%,9,3.18%,283,283,18:22:27,"1,796"
male,45-54,New Visitor,Direct,United States,US$627.12,203,76,37.44%,15,7.39%,11,5.42%,203,203,16:02:42,"1,723"
female,35-44,New Visitor,Direct,United States,US$592.20,176,57,32.39%,11,6.25%,6,3.41%,176,176,09:32:38,973
male,65+,New Visitor,Direct,United States,US$395.25,56,25,44.64%,7,12.50%,6,10.71%,56,56,04:07:39,408
female,55-64,New Visitor,Direct,United States,US$244.40,88,40,45.45%,3,3.41%,3,3.41%,88,88,05:08:42,495
female,45-54,New Visitor,Direct,United States,US$208.14,140,66,47.14%,6,4.29%,2,1.43%,140,140,08:15:12,815
female,35-44,Returning Visitor,Direct,India,US$198.40,25,13,52.00%,1,4.00%,1,4.00%,11,0,02:10:08,197
female,55-64,Returning Visitor,Direct,United States,US$196.20,61,15,24.59%,9,14.75%,6,9.84%,29,0,05:29:50,559
male,25-34,Returning Visitor,Direct,India,US$184.80,95,39,41.05%,5,5.26%,4,4.21%,60,0,05:55:53,386
male,18-24,Returning Visitor,Direct,United Kingdom,US$136.80,40,8,20.00%,5,12.50%,3,7.50%,17,0,04:48:07,448
male,55-64,New Visitor,Direct,United States,US$130.16,113,47,41.59%,5,4.42%,3,2.65%,113,113,04:56:07,561
male,25-34,New Visitor,Direct,Canada,US$96.00,57,24,42.11%,2,3.51%,1,1.75%,57,57,02:00:26,236
female,65+,New Visitor,Direct,United States,US$95.20,47,26,55.32%,2,4.26%,1,2.13%,47,47,01:46:11,261
male,18-24,New Visitor,Direct,Canada,US$87.80,63,38,60.32%,4,6.35%,2,3.17%,63,63,03:06:40,300
male,35-44,Returning Visitor,Direct,United Kingdom,US$71.50,20,9,45.00%,4,20.00%,2,10.00%,13,0,01:33:34,143
male,25-34,New Visitor,Direct,India,US$60.80,242,132,54.55%,3,1.24%,1,0.41%,242,242,07:31:03,667
female,25-34,New Visitor,Direct,Singapore,US$53.12,19,7,36.84%,2,10.53%,1,5.26%,19,19,00:45:36,69
female,45-54,New Visitor,Direct,Taiwan,US$39.20,19,8,42.11%,1,5.26%,1,5.26%,19,19,00:24:07,82
male,18-24,New Visitor,Direct,United Kingdom,US$38.40,41,17,41.46%,1,2.44%,1,2.44%,41,41,01:54:26,138
female,25-34,New Visitor,Direct,Canada,US$36.80,46,28,60.87%,1,2.17%,1,2.17%,46,46,01:23:36,148
male,25-34,Returning Visitor,Direct,United Kingdom,US$20.00,41,11,26.83%,2,4.88%,1,2.44%,21,0,04:56:02,178
female,25-34,Returning Visitor,Direct,United Kingdom,US$14.00,27,5,18.52%,3,11.11%,1,3.70%,14,0,02:29:07,191
female,25-34,New Visitor,Direct,United Kingdom,US$13.00,51,21,41.18%,1,1.96%,1,1.96%,51,51,02:57:38,201
female,18-24,New Visitor,Direct,Australia,US$0.00,13,8,61.54%,1,7.69%,0,0.00%,13,13,00:39:29,27
