# ----------------------------------------
# 1 Master View
# Sessions - Details of User - Export by Month
# 20210601-20210630
# ----------------------------------------

Gender,Age,User Type,Default Channel Grouping,Country,Total Value,Sessions,Bounces,Bounce Rate,Entered Checkout (Goal 4 Completions),Entered Checkout (Goal 4 Conversion Rate),Transactions,E-commerce Conversion Rate,Users,New Users,Session Duration,Page Views
male,25-34,Returning Visitor,Direct,United States,"US$7,907.94","1,106",251,22.69%,180,16.27%,142,12.84%,627,0,103:32:58,"11,138"
female,25-34,Returning Visitor,Direct,United States,"US$6,470.58",856,185,21.61%,142,16.59%,100,11.68%,477,0,89:08:10,"8,692"
female,18-24,Returning Visitor,Direct,United States,"US$5,692.73",570,133,23.33%,93,16.32%,84,14.74%,303,0,65:16:51,"6,006"
male,25-34,New Visitor,Direct,United States,"US$4,102.81","1,415",388,27.42%,115,8.13%,72,5.09%,"1,412","1,415",108:37:08,"11,064"
female,35-44,Returning Visitor,Direct,United States,"US$4,011.62",379,97,25.59%,65,17.15%,62,16.36%,210,0,38:23:37,"3,900"
female,25-34,New Visitor,Direct,United States,"US$3,805.86","1,132",325,28.71%,88,7.77%,81,7.16%,"1,132","1,132",83:27:42,"8,512"
male,35-44,Returning Visitor,Direct,United States,"US$3,705.62",588,131,22.28%,92,15.65%,60,10.20%,332,0,58:52:22,"5,631"
male,18-24,Returning Visitor,Direct,United States,"US$3,595.36",572,129,22.55%,95,16.61%,64,11.19%,293,0,51:09:29,"5,670"
male,45-54,Returning Visitor,Direct,United States,"US$3,578.38",365,82,22.47%,79,21.64%,53,14.52%,197,0,39:42:07,"4,120"
male,35-44,New Visitor,Direct,United States,"US$3,002.82",795,220,27.67%,69,8.68%,46,5.79%,792,795,59:15:57,"6,205"
male,18-24,New Visitor,Direct,United States,"US$2,727.83",844,294,34.83%,69,8.18%,40,4.74%,844,844,54:48:59,"5,595"
