# ----------------------------------------
# 1 Master View
# Sessions - Details of User - Export by Month
# 20210301-20210331
# ----------------------------------------

Gender,Age,User Type,Default Channel Grouping,Country,Total Value,Sessions,Bounces,Bounce Rate,Entered Checkout (Goal 4 Completions),Entered Checkout (Goal 4 Conversion Rate),Transactions,E-commerce Conversion Rate,Users,New Users,Session Duration,Page Views
female,18-24,Returning Visitor,Direct,United States,"US$8,396.46",483,134,27.74%,68,14.08%,37,7.66%,294,0,46:29:28,"4,369"
female,45-54,Returning Visitor,Direct,United States,"US$7,314.00",191,55,28.80%,30,15.71%,119,62.30%,90,0,26:41:14,"2,276"
male,25-34,Returning Visitor,Direct,United States,"US$5,250.57",893,205,22.96%,139,15.57%,75,8.40%,492,0,83:50:46,"8,892"
female,25-34,Returning Visitor,Direct,United States,"US$4,204.56",770,196,25.45%,116,15.06%,67,8.70%,407,0,73:26:45,"7,682"
male,35-44,Returning Visitor,Direct,United States,"US$2,258.95",509,122,23.97%,79,15.52%,34,6.68%,272,0,49:52:31,"5,078"
female,25-34,New Visitor,Direct,United States,"US$2,227.74","1,126",349,30.99%,72,6.39%,35,3.11%,"1,126","1,126",76:10:23,"7,748"
male,18-24,Returning Visitor,Direct,United States,"US$2,098.35",507,165,32.54%,67,13.21%,36,7.10%,295,0,43:08:00,"3,976"
male,45-54,Returning Visitor,Direct,United States,"US$2,067.64",260,58,22.31%,48,18.46%,27,10.38%,131,0,22:59:53,"2,489"
male,18-24,New Visitor,Direct,United States,"US$1,998.78","1,122",470,41.89%,66,5.88%,35,3.12%,"1,122","1,122",61:41:44,"6,494"
male,25-34,New Visitor,Direct,United States,"US$1,928.72","1,446",481,33.26%,107,7.40%,39,2.70%,"1,445","1,446",89:57:19,"9,253"
male,35-44,New Visitor,Direct,United States,"US$1,877.60",754,239,31.70%,56,7.43%,28,3.71%,754,754,48:25:21,"4,941"
female,35-44,Returning Visitor,Direct,United States,"US$1,846.42",348,101,29.02%,58,16.67%,32,9.20%,184,0,31:04:12,"2,751"
female,55-64,Returning Visitor,Direct,United States,"US$1,694.48",88,31,35.23%,15,17.05%,9,10.23%,54,0,06:04:08,606
female,35-44,New Visitor,Direct,United States,"US$1,649.87",582,206,35.40%,42,7.22%,24,4.12%,582,582,39:49:41,"3,748"
female,18-24,New Visitor,Direct,United States,"US$1,398.40",978,373,38.14%,46,4.70%,18,1.84%,977,978,57:24:23,"5,174"
male,45-54,New Visitor,Direct,United States,US$714.10,485,165,34.02%,31,6.39%,10,2.06%,485,485,29:36:06,"2,922"
male,65+,Returning Visitor,Direct,United States,US$644.60,53,10,18.87%,7,13.21%,4,7.55%,39,0,05:06:32,476
male,55-64,Returning Visitor,Direct,United States,US$532.44,133,36,27.07%,23,17.29%,13,9.77%,75,0,11:12:53,"1,124"
male,65+,New Visitor,Direct,United States,US$385.85,178,72,40.45%,10,5.62%,5,2.81%,178,178,07:30:34,963
female,55-64,New Visitor,Direct,United States,US$363.24,221,93,42.08%,8,3.62%,4,1.81%,221,221,11:19:58,"1,070"
male,55-64,New Visitor,Direct,United States,US$245.68,262,108,41.22%,14,5.34%,2,0.76%,262,262,13:33:27,"1,342"
female,45-54,New Visitor,Direct,United States,US$226.80,371,150,40.43%,14,3.77%,4,1.08%,371,371,18:45:11,"1,839"
female,65+,New Visitor,Direct,United States,US$195.04,132,61,46.21%,7,5.30%,4,3.03%,132,132,06:24:38,669
